question_id,dataset_source,task_complexity,complexity_score,acc_per_1k_tokens_adaptive,acc_per_1k_tokens_single-agent,acc_per_1k_tokens_static_multi-agent,is_correct_adaptive,is_correct_single-agent,is_correct_static_multi-agent,routing_decision_adaptive,routing_decision_single-agent,routing_decision_static_multi-agent,token_cost_adaptive,token_cost_single-agent,token_cost_static_multi-agent
DDXPLUS_20747,DDXPlus,Complex,0.4788,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2196,441,4062
DDXPLUS_208332,DDXPlus,Complex,0.4877,0.4537,1.6949,0.2455,1,1,1,group-2,solo,group-3,2204,590,4074
DDXPLUS_209095,DDXPlus,Moderate,0.1348,4.3103,4.3103,0.3259,1,1,1,solo,solo,group-3,232,232,3068
DDXPLUS_209098,DDXPlus,Complex,0.4797,0.4322,1.5576,0.2359,1,1,1,group-2,solo,group-3,2314,642,4239
DDXPLUS_209308,DDXPlus,Moderate,0.3465,1.845,1.845,0.2757,1,1,1,solo,solo,group-3,542,542,3627
DDXPLUS_209325,DDXPlus,Complex,0.4542,0.4421,1.634,0.2403,1,1,1,group-2,solo,group-3,2262,612,4161
DDXPLUS_209741,DDXPlus,Complex,0.5093,0.0,0.0,0.2493,0,0,1,group-2,solo,group-3,2162,476,4011
DDXPLUS_210348,DDXPlus,Complex,0.3771,1.8116,1.8116,0.2635,1,1,1,solo,solo,group-3,552,552,3795
DDXPLUS_210743,DDXPlus,Complex,0.4461,0.4762,1.7301,0.2552,1,1,1,group-2,solo,group-3,2100,578,3918
DDXPLUS_211273,DDXPlus,Moderate,0.3069,2.0619,2.0619,0.0,1,1,0,solo,solo,group-3,485,485,3864
DDXPLUS_211846,DDXPlus,Moderate,0.307,1.9608,1.9608,0.2714,1,1,1,solo,solo,group-3,510,510,3684
DDXPLUS_212403,DDXPlus,Moderate,0.2064,0.0,0.0,0.0,0,0,0,solo,solo,group-3,540,540,3324
DDXPLUS_213093,DDXPlus,Complex,0.5268,0.4757,0.0,0.2588,1,0,1,group-2,solo,group-3,2102,483,3864
DDXPLUS_214673,DDXPlus,Complex,0.4616,0.0,0.0,0.234,0,0,1,group-2,solo,group-3,2336,493,4273
DDXPLUS_2149,DDXPlus,Complex,0.446,0.4704,2.008,0.2528,1,1,1,group-2,solo,group-3,2126,498,3956
DDXPLUS_214999,DDXPlus,Complex,0.444,0.0,0.0,0.2435,0,0,1,group-2,solo,group-3,2226,432,4107
DDXPLUS_215533,DDXPlus,Moderate,0.3224,2.2472,2.2472,0.2515,1,1,1,solo,solo,group-3,445,445,3976
DDXPLUS_215823,DDXPlus,Complex,0.5294,0.0,1.497,0.0,0,1,0,group-2,solo,group-3,2332,668,4266
DDXPLUS_2163,DDXPlus,Complex,0.4487,0.406,1.227,0.224,1,1,1,group-2,solo,group-3,2463,815,4464
DDXPLUS_216406,DDXPlus,Moderate,0.3075,1.8484,1.8484,0.272,1,1,1,solo,solo,group-3,541,541,3677
DDXPLUS_217507,DDXPlus,Complex,0.4171,0.4926,2.3256,0.2623,1,1,1,group-2,solo,group-3,2030,430,3813
DDXPLUS_218315,DDXPlus,Moderate,0.3384,2.3923,2.3923,0.2525,1,1,1,solo,solo,group-3,418,418,3960
DDXPLUS_219688,DDXPlus,Complex,0.5134,0.4303,0.0,0.0,1,0,0,group-2,solo,group-3,2324,528,4254
DDXPLUS_220569,DDXPlus,Complex,0.824,0.0,0.0,0.0,0,0,0,MDT,solo,group-3,11686,890,5445
DDXPLUS_221030,DDXPlus,Complex,0.4927,0.0,1.4948,0.0,0,1,0,group-2,solo,group-3,2414,669,4389
DDXPLUS_222406,DDXPlus,Complex,0.4841,0.0,1.9305,0.2322,0,1,1,group-2,solo,group-3,2366,518,4307
DDXPLUS_222487,DDXPlus,Complex,0.3886,2.1505,2.1505,0.2475,1,1,1,solo,solo,group-3,465,465,4041
DDXPLUS_222600,DDXPlus,Moderate,0.2442,3.3445,3.3445,0.304,1,1,1,solo,solo,group-3,299,299,3289
DDXPLUS_222801,DDXPlus,Complex,0.5249,0.0,1.5898,0.2486,0,1,1,group-2,solo,group-3,2170,629,4023
DDXPLUS_222854,DDXPlus,Complex,0.5637,0.3997,1.4771,0.2211,1,1,1,group-2,solo,group-3,2502,677,4522
DDXPLUS_222876,DDXPlus,Moderate,0.1369,5.3476,5.3476,0.3036,1,1,1,solo,solo,group-3,187,187,3294
DDXPLUS_223024,DDXPlus,Complex,0.592,0.0,1.2453,0.0,0,1,0,group-2,solo,group-3,2386,803,4341
DDXPLUS_223873,DDXPlus,Complex,0.4383,0.4394,1.9493,0.2391,1,1,1,group-2,solo,group-3,2276,513,4183
DDXPLUS_224000,DDXPlus,Complex,0.492,0.4669,2.0284,0.255,1,1,1,group-2,solo,group-3,2142,493,3922
DDXPLUS_225039,DDXPlus,Complex,0.6384,0.2203,0.0,0.2203,1,0,1,group-3,solo,group-3,4539,604,4539
DDXPLUS_22598,DDXPlus,Complex,0.6697,0.2124,1.2755,0.2124,1,1,1,group-3,solo,group-3,4707,784,4707
DDXPLUS_226186,DDXPlus,Complex,0.4701,0.4382,1.6502,0.2386,1,1,1,group-2,solo,group-3,2282,606,4191
DDXPLUS_226310,DDXPlus,Complex,0.5526,0.3943,0.0,0.2187,1,0,1,group-2,solo,group-3,2536,596,4573
DDXPLUS_226698,DDXPlus,Moderate,0.2117,4.0161,4.0161,0.2806,1,1,1,solo,solo,group-3,249,249,3564
DDXPLUS_227181,DDXPlus,Complex,0.5675,0.0,0.0,0.2242,0,0,1,group-2,solo,group-3,2460,674,4460
DDXPLUS_22780,DDXPlus,Complex,0.4463,0.4355,0.0,0.2374,1,0,1,group-2,solo,group-3,2296,484,4212
DDXPLUS_228993,DDXPlus,Moderate,0.2617,2.4038,2.4038,0.2832,1,1,1,solo,solo,group-3,416,416,3531
DDXPLUS_229675,DDXPlus,Complex,0.4235,0.46,2.0704,0.2482,1,1,1,group-2,solo,group-3,2174,483,4029
DDXPLUS_229991,DDXPlus,Moderate,0.2134,4.1152,4.1152,0.2843,1,1,1,solo,solo,group-3,243,243,3517
DDXPLUS_230212,DDXPlus,Complex,0.4724,0.4421,2.0325,0.2405,1,1,1,group-2,solo,group-3,2262,492,4158
DDXPLUS_230490,DDXPlus,Complex,0.734,0.1989,1.0638,0.1989,1,1,1,group-3,solo,group-3,5028,940,5028
DDXPLUS_230860,DDXPlus,Moderate,0.3209,1.8622,1.8622,0.2628,1,1,1,solo,solo,group-3,537,537,3805
DDXPLUS_233103,DDXPlus,Moderate,0.2897,0.0,0.0,0.2669,0,0,1,solo,solo,group-3,469,469,3747
DDXPLUS_233778,DDXPlus,Complex,0.4437,0.0,2.2989,0.2585,0,1,1,group-2,solo,group-3,2098,435,3868
DDXPLUS_235474,DDXPlus,Moderate,0.229,3.4602,3.4602,0.3172,1,1,1,solo,solo,group-3,289,289,3153
DDXPLUS_235507,DDXPlus,Complex,0.7413,0.0,1.2453,0.0,0,1,0,group-3,solo,group-3,5178,803,5178
DDXPLUS_235738,DDXPlus,Complex,0.4786,0.4545,0.0,0.2458,1,0,1,group-2,solo,group-3,2200,456,4068
DDXPLUS_236258,DDXPlus,Complex,0.802,0.0879,1.0204,0.1908,1,1,1,MDT,solo,group-3,11382,980,5240
DDXPLUS_237603,DDXPlus,Complex,0.5374,0.4078,1.5848,0.2253,1,1,1,group-2,solo,group-3,2452,631,4438
DDXPLUS_239934,DDXPlus,Complex,0.4891,0.4175,2.0325,0.2293,1,1,1,group-2,solo,group-3,2395,492,4362
DDXPLUS_240405,DDXPlus,Moderate,0.2984,2.2989,2.2989,0.2745,1,1,1,solo,solo,group-3,435,435,3643
DDXPLUS_241618,DDXPlus,Complex,0.818,0.0854,1.1455,0.1823,1,1,1,MDT,solo,group-3,11715,873,5484
DDXPLUS_242938,DDXPlus,Complex,0.5299,0.4044,1.5552,0.2233,1,1,1,group-2,solo,group-3,2473,643,4478
DDXPLUS_243708,DDXPlus,Complex,0.794,0.19,1.2361,0.19,1,1,1,group-3,solo,group-3,5264,809,5264
DDXPLUS_243778,DDXPlus,Complex,0.786,0.0,1.1905,0.0,0,1,0,group-3,solo,group-3,5240,840,5240
DDXPLUS_247302,DDXPlus,Complex,0.362,2.4691,2.4691,0.2514,1,1,1,solo,solo,group-3,405,405,3978
DDXPLUS_247506,DDXPlus,Complex,0.406,0.4766,1.8116,0.2554,1,1,1,group-2,solo,group-3,2098,552,3915
DDXPLUS_247850,DDXPlus,Moderate,0.3266,0.0,0.0,0.2543,0,0,1,solo,solo,group-3,436,436,3933
DDXPLUS_248025,DDXPlus,Complex,0.3804,0.0,0.0,0.2531,0,0,1,solo,solo,group-3,457,457,3951
DDXPLUS_248413,DDXPlus,Complex,0.5867,0.4058,1.5974,0.0,1,1,0,group-2,solo,group-3,2464,626,4464
DDXPLUS_248483,DDXPlus,Complex,0.4876,0.4617,1.5723,0.252,1,1,1,group-2,solo,group-3,2166,636,3968
DDXPLUS_249069,DDXPlus,Complex,0.4869,0.4513,1.8051,0.2444,1,1,1,group-2,solo,group-3,2216,554,4092
DDXPLUS_249574,DDXPlus,Complex,0.4518,0.4831,0.0,0.0,1,0,0,group-2,solo,group-3,2070,471,3873
DDXPLUS_24968,DDXPlus,Complex,0.3976,1.9646,1.9646,0.2716,1,1,1,solo,solo,group-3,509,509,3682
DDXPLUS_250536,DDXPlus,Moderate,0.2157,2.3095,2.3095,0.276,1,1,1,solo,solo,group-3,433,433,3623
DDXPLUS_251215,DDXPlus,Complex,0.5053,0.4382,2.0921,0.2391,1,1,1,group-2,solo,group-3,2282,478,4183
DDXPLUS_251911,DDXPlus,Complex,0.491,0.4316,1.6,0.2356,1,1,1,group-2,solo,group-3,2317,625,4244
DDXPLUS_25204,DDXPlus,Moderate,0.303,2.5974,2.5974,0.261,1,1,1,solo,solo,group-3,385,385,3831
DDXPLUS_252370,DDXPlus,Complex,0.443,0.4521,1.6694,0.2447,1,1,1,group-2,solo,group-3,2212,599,4086
DDXPLUS_254231,DDXPlus,Complex,0.5786,0.0,1.7606,0.0,0,1,0,group-2,solo,group-3,2378,568,4335
DDXPLUS_255696,DDXPlus,Complex,0.537,0.4203,2.0243,0.2305,1,1,1,group-2,solo,group-3,2379,494,4338
DDXPLUS_256684,DDXPlus,Simple,0.0868,0.0,0.0,0.0,0,0,0,solo,solo,group-3,140,140,3062
DDXPLUS_257128,DDXPlus,Complex,0.6354,0.2122,1.3569,0.2122,1,1,1,group-3,solo,group-3,4713,737,4713
DDXPLUS_259633,DDXPlus,Complex,0.3996,2.1322,2.1322,0.2602,1,1,1,solo,solo,group-3,469,469,3843
DDXPLUS_260051,DDXPlus,Complex,0.502,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2336,606,4271
DDXPLUS_260971,DDXPlus,Complex,0.3934,2.7322,2.7322,0.2489,1,1,1,solo,solo,group-3,366,366,4018
DDXPLUS_261410,DDXPlus,Complex,0.614,0.2133,1.1325,0.2133,1,1,1,group-3,solo,group-3,4689,883,4689
DDXPLUS_261829,DDXPlus,Moderate,0.2728,3.7313,3.7313,0.3015,1,1,1,solo,solo,group-3,268,268,3317
DDXPLUS_26185,DDXPlus,Complex,0.5862,0.4296,0.0,0.2376,1,0,1,group-2,solo,group-3,2328,542,4208
DDXPLUS_263315,DDXPlus,Moderate,0.1175,0.0,0.0,0.0,0,0,0,solo,solo,group-3,269,269,3380
DDXPLUS_263460,DDXPlus,Moderate,0.3035,2.457,2.457,0.3016,1,1,1,solo,solo,group-3,407,407,3316
DDXPLUS_264095,DDXPlus,Complex,0.5462,0.4525,1.3263,0.2449,1,1,1,group-2,solo,group-3,2210,754,4083
DDXPLUS_2644,DDXPlus,Complex,0.77,0.2006,0.9823,0.2006,1,1,1,group-3,solo,group-3,4986,1018,4986
DDXPLUS_264849,DDXPlus,Complex,0.3628,2.8011,2.8011,0.2785,1,1,1,solo,solo,group-3,357,357,3591
DDXPLUS_2654,DDXPlus,Complex,0.4133,0.5015,1.9194,0.2685,1,1,1,group-2,solo,group-3,1994,521,3724
DDXPLUS_266341,DDXPlus,Complex,0.4943,0.0,1.6234,0.0,0,1,0,group-2,solo,group-3,2206,616,4077
DDXPLUS_267726,DDXPlus,Moderate,0.1041,5.2632,5.2632,0.3151,1,1,1,solo,solo,group-3,190,190,3174
DDXPLUS_268420,DDXPlus,Complex,0.6751,0.0,1.2285,0.0,0,1,0,group-3,solo,group-3,4653,814,4653
DDXPLUS_268885,DDXPlus,Complex,0.4249,0.4371,1.634,0.2381,1,1,1,group-2,solo,group-3,2288,612,4200
DDXPLUS_269012,DDXPlus,Complex,0.3628,2.6042,2.6042,0.2539,1,1,1,solo,solo,group-3,384,384,3938
DDXPLUS_269680,DDXPlus,Complex,0.6114,0.2141,1.5949,0.2141,1,1,1,group-3,solo,group-3,4671,627,4671
DDXPLUS_270064,DDXPlus,Complex,0.5861,0.4429,1.6,0.2424,1,1,1,group-2,solo,group-3,2258,625,4125
DDXPLUS_270710,DDXPlus,Moderate,0.1695,3.5971,3.5971,0.0,1,1,0,solo,solo,group-3,278,278,3275
DDXPLUS_271405,DDXPlus,Complex,0.6407,0.2007,0.0,0.2007,1,0,1,group-3,solo,group-3,4983,895,4983
DDXPLUS_271410,DDXPlus,Complex,0.3781,2.7322,2.7322,0.2585,1,1,1,solo,solo,group-3,366,366,3868
DDXPLUS_271521,DDXPlus,Complex,0.7113,0.0,0.0,0.0,0,0,0,group-3,solo,group-3,4910,761,4910
DDXPLUS_271576,DDXPlus,Complex,0.6015,0.2315,1.912,0.2315,1,1,1,group-3,solo,group-3,4320,523,4320
DDXPLUS_272503,DDXPlus,Moderate,0.1655,0.0,0.0,0.3351,0,0,1,solo,solo,group-3,206,206,2984
DDXPLUS_273645,DDXPlus,Complex,0.5223,0.4394,2.0921,0.2391,1,1,1,group-2,solo,group-3,2276,478,4182
DDXPLUS_273707,DDXPlus,Complex,0.6497,0.2297,1.4306,0.2297,1,1,1,group-3,solo,group-3,4353,699,4353
DDXPLUS_274277,DDXPlus,Complex,0.8,0.0885,1.0718,0.1851,1,1,1,MDT,solo,group-3,11298,933,5403
DDXPLUS_274869,DDXPlus,Complex,0.6048,0.2215,1.4006,0.2215,1,1,1,group-3,solo,group-3,4514,714,4514
DDXPLUS_275040,DDXPlus,Complex,0.5339,0.4212,1.3175,0.0,1,1,0,group-2,solo,group-3,2374,759,4329
DDXPLUS_275400,DDXPlus,Moderate,0.2903,2.1277,2.1277,0.2883,1,1,1,solo,solo,group-3,470,470,3469
DDXPLUS_275417,DDXPlus,Moderate,0.179,1.938,1.938,0.2975,1,1,1,solo,solo,group-3,516,516,3361
DDXPLUS_275795,DDXPlus,Complex,0.7233,0.2041,1.1236,0.2041,1,1,1,group-3,solo,group-3,4899,890,4899
DDXPLUS_276521,DDXPlus,Moderate,0.2411,0.0,0.0,0.2826,0,0,1,solo,solo,group-3,269,269,3539
DDXPLUS_276911,DDXPlus,Complex,0.6014,0.2273,1.8416,0.2273,1,1,1,group-3,solo,group-3,4400,543,4400
DDXPLUS_278553,DDXPlus,Moderate,0.3465,2.7322,2.7322,0.261,1,1,1,solo,solo,group-3,366,366,3831
DDXPLUS_280670,DDXPlus,Complex,0.5422,0.4219,1.8382,0.2313,1,1,1,group-2,solo,group-3,2370,544,4323
DDXPLUS_282360,DDXPlus,Complex,0.5863,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2326,540,4257
DDXPLUS_282907,DDXPlus,Complex,0.4155,0.4566,1.8248,0.2468,1,1,1,group-2,solo,group-3,2190,548,4052
DDXPLUS_283780,DDXPlus,Complex,0.5022,0.4172,1.9569,0.2291,1,1,1,group-2,solo,group-3,2397,511,4365
DDXPLUS_284158,DDXPlus,Complex,0.836,0.0847,1.1325,0.1851,1,1,1,MDT,solo,group-3,11806,883,5403
DDXPLUS_284374,DDXPlus,Moderate,0.3168,3.3113,3.3113,0.2598,1,1,1,solo,solo,group-3,302,302,3849
DDXPLUS_285150,DDXPlus,Complex,0.596,0.0,1.5576,0.0,0,1,0,group-2,solo,group-3,2607,642,4680
DDXPLUS_286459,DDXPlus,Moderate,0.2741,2.6385,2.6385,0.2605,1,1,1,solo,solo,group-3,379,379,3839
DDXPLUS_286822,DDXPlus,Complex,0.362,2.5974,2.5974,0.2595,1,1,1,solo,solo,group-3,385,385,3853
DDXPLUS_287259,DDXPlus,Complex,0.4909,0.4456,2.1277,0.2419,1,1,1,group-2,solo,group-3,2244,470,4134
DDXPLUS_288259,DDXPlus,Complex,0.631,0.2346,1.5198,0.2346,1,1,1,group-3,solo,group-3,4263,658,4263
DDXPLUS_288525,DDXPlus,Moderate,0.3343,2.5907,2.5907,0.2638,1,1,1,solo,solo,group-3,386,386,3791
DDXPLUS_288612,DDXPlus,Complex,0.4634,0.0,1.6611,0.2383,0,1,1,group-2,solo,group-3,2286,602,4196
DDXPLUS_289502,DDXPlus,Complex,0.581,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2474,783,4479
DDXPLUS_290776,DDXPlus,Complex,0.4616,0.4817,2.1368,0.26,1,1,1,group-2,solo,group-3,2076,468,3846
DDXPLUS_29229,DDXPlus,Complex,0.4808,0.0,0.0,0.2447,0,0,1,group-2,solo,group-3,2224,473,4087
DDXPLUS_292837,DDXPlus,Complex,0.384,0.0,0.0,0.0,0,0,0,solo,solo,group-3,419,419,3834
DDXPLUS_293597,DDXPlus,Complex,0.624,0.2107,1.4245,0.2107,1,1,1,group-3,solo,group-3,4746,702,4746
DDXPLUS_293848,DDXPlus,Complex,0.492,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2218,465,4094
DDXPLUS_293895,DDXPlus,Complex,0.802,0.0898,1.224,0.1936,1,1,1,MDT,solo,group-3,11131,817,5166
DDXPLUS_294222,DDXPlus,Moderate,0.227,4.0816,4.0816,0.2906,1,1,1,solo,solo,group-3,245,245,3441
DDXPLUS_294383,DDXPlus,Complex,0.3942,1.7241,1.7241,0.0,1,1,0,solo,solo,group-3,580,580,4227
DDXPLUS_294614,DDXPlus,Complex,0.4441,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2280,483,4188
DDXPLUS_296218,DDXPlus,Complex,0.541,0.4216,1.6835,0.2312,1,1,1,group-2,solo,group-3,2372,594,4326
DDXPLUS_297154,DDXPlus,Moderate,0.181,1.8484,1.8484,0.3108,1,1,1,solo,solo,group-3,541,541,3217
DDXPLUS_297521,DDXPlus,Complex,0.3906,0.0,0.0,0.0,0,0,0,solo,solo,group-3,597,597,3792
DDXPLUS_297616,DDXPlus,Complex,0.598,0.0,1.2658,0.0,0,1,0,group-2,solo,group-3,2563,790,4614
DDXPLUS_299013,DDXPlus,Complex,0.4164,0.4384,2.2472,0.2386,1,1,1,group-2,solo,group-3,2281,445,4191
DDXPLUS_29914,DDXPlus,Moderate,0.275,2.71,2.71,0.2946,1,1,1,solo,solo,group-3,369,369,3395
DDXPLUS_299424,DDXPlus,Complex,0.4237,0.4686,1.7606,0.252,1,1,1,group-2,solo,group-3,2134,568,3968
DDXPLUS_299835,DDXPlus,Complex,0.413,0.5482,0.0,0.2863,1,0,1,group-2,solo,group-3,1824,397,3493
DDXPLUS_300921,DDXPlus,Complex,0.4386,0.4533,2.3474,0.2452,1,1,1,group-2,solo,group-3,2206,426,4078
DDXPLUS_301901,DDXPlus,Complex,0.5697,0.411,1.497,0.2263,1,1,1,group-2,solo,group-3,2433,668,4419
DDXPLUS_302223,DDXPlus,Moderate,0.3466,0.0,0.0,0.0,0,0,0,solo,solo,group-3,364,364,3765
DDXPLUS_302550,DDXPlus,Complex,0.4267,0.0,0.0,0.2526,0,0,1,group-2,solo,group-3,2156,421,3959
DDXPLUS_303348,DDXPlus,Complex,0.5093,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2408,519,4380
DDXPLUS_303598,DDXPlus,Complex,0.4635,0.4558,1.4837,0.2469,1,1,1,group-2,solo,group-3,2194,674,4050
DDXPLUS_304087,DDXPlus,Complex,0.4436,0.4831,2.4096,0.2583,1,1,1,group-2,solo,group-3,2070,415,3872
DDXPLUS_304177,DDXPlus,Complex,0.7727,0.1986,1.0753,0.1986,1,1,1,group-3,solo,group-3,5034,930,5034
DDXPLUS_305060,DDXPlus,Complex,0.384,0.0,0.0,0.0,0,0,0,solo,solo,group-3,709,709,4160
DDXPLUS_305208,DDXPlus,Complex,0.408,0.0,2.381,0.0,0,1,0,group-2,solo,group-3,2134,420,3965
DDXPLUS_305678,DDXPlus,Complex,0.698,0.1983,1.2594,0.1983,1,1,1,group-3,solo,group-3,5042,794,5042
DDXPLUS_306128,DDXPlus,Complex,0.4535,0.0,1.4793,0.0,0,1,0,group-2,solo,group-3,2361,676,4311
DDXPLUS_307354,DDXPlus,Moderate,0.1871,2.331,2.331,0.2762,1,1,1,solo,solo,group-3,429,429,3621
DDXPLUS_307482,DDXPlus,Complex,0.4636,0.4425,2.2371,0.2405,1,1,1,group-2,solo,group-3,2260,447,4158
DDXPLUS_309092,DDXPlus,Complex,0.5308,0.4248,0.0,0.2326,1,0,1,group-2,solo,group-3,2354,540,4299
DDXPLUS_309935,DDXPlus,Complex,0.5596,0.0,1.6529,0.224,0,1,1,group-2,solo,group-3,2463,605,4464
DDXPLUS_309968,DDXPlus,Complex,0.4808,0.4283,2.0121,0.2345,1,1,1,group-2,solo,group-3,2335,497,4265
DDXPLUS_310346,DDXPlus,Simple,0.0888,7.4074,7.4074,0.3305,1,1,1,solo,solo,group-3,135,135,3026
DDXPLUS_310594,DDXPlus,Complex,0.4039,0.0,1.8215,0.0,0,1,0,group-2,solo,group-3,2104,549,3924
DDXPLUS_310853,DDXPlus,Complex,0.5289,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2444,777,4434
DDXPLUS_311316,DDXPlus,Complex,0.558,0.3839,1.6584,0.2138,1,1,1,group-2,solo,group-3,2605,603,4677
DDXPLUS_311500,DDXPlus,Complex,0.5135,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2346,526,4287
DDXPLUS_312437,DDXPlus,Moderate,0.3496,2.008,2.008,0.2779,1,1,1,solo,solo,group-3,498,498,3598
DDXPLUS_313200,DDXPlus,Complex,0.4197,0.4464,2.1322,0.2422,1,1,1,group-2,solo,group-3,2240,469,4128
DDXPLUS_313271,DDXPlus,Complex,0.4691,0.4301,2.0877,0.0,1,1,0,group-2,solo,group-3,2325,479,4257
DDXPLUS_314170,DDXPlus,Moderate,0.3342,2.7933,2.7933,0.2767,1,1,1,solo,solo,group-3,358,358,3614
DDXPLUS_315110,DDXPlus,Complex,0.6363,0.0,0.0,0.0,0,0,0,group-3,solo,group-3,4473,591,4473
DDXPLUS_315857,DDXPlus,Complex,0.4289,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2142,549,3952
DDXPLUS_317361,DDXPlus,Complex,0.5511,0.4277,1.9841,0.234,1,1,1,group-2,solo,group-3,2338,504,4274
DDXPLUS_317572,DDXPlus,Complex,0.6548,0.0,0.0,0.0,0,0,0,group-3,solo,group-3,4723,670,4723
DDXPLUS_318123,DDXPlus,Complex,0.495,0.4484,1.5385,0.2431,1,1,1,group-2,solo,group-3,2230,650,4114
DDXPLUS_318156,DDXPlus,Complex,0.6355,0.2131,1.2107,0.2131,1,1,1,group-3,solo,group-3,4692,826,4692
DDXPLUS_318623,DDXPlus,Complex,0.5042,0.4448,0.0,0.0,1,0,0,group-2,solo,group-3,2248,555,4140
DDXPLUS_31864,DDXPlus,Complex,0.4308,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2066,470,3835
DDXPLUS_319770,DDXPlus,Complex,0.732,0.0,0.0,0.0,0,0,0,group-3,solo,group-3,4989,836,4989
DDXPLUS_320011,DDXPlus,Moderate,0.1637,3.4247,3.4247,0.0,1,1,0,solo,solo,group-3,292,292,3510
DDXPLUS_320075,DDXPlus,Complex,0.7413,0.2014,1.3699,0.2014,1,1,1,group-3,solo,group-3,4965,730,4965
DDXPLUS_321817,DDXPlus,Moderate,0.3049,0.0,0.0,0.0,0,0,0,solo,solo,group-3,362,362,3792
DDXPLUS_322010,DDXPlus,Complex,0.537,0.0,1.3441,0.2291,0,1,1,group-2,solo,group-3,2398,744,4365
DDXPLUS_322519,DDXPlus,Moderate,0.2024,0.0,0.0,0.2859,0,0,1,solo,solo,group-3,269,269,3498
DDXPLUS_322659,DDXPlus,Complex,0.443,0.0,1.4993,0.0,0,1,0,group-2,solo,group-3,2325,667,4237
DDXPLUS_323368,DDXPlus,Complex,0.4767,0.4386,1.6026,0.2388,1,1,1,group-2,solo,group-3,2280,624,4188
DDXPLUS_323697,DDXPlus,Complex,0.4971,0.0,1.2346,0.0,0,1,0,group-2,solo,group-3,2431,810,4416
DDXPLUS_323710,DDXPlus,Complex,0.3771,2.6596,2.6596,0.2522,1,1,1,solo,solo,group-3,376,376,3965
DDXPLUS_325743,DDXPlus,Moderate,0.3537,1.8587,1.8587,0.2566,1,1,1,solo,solo,group-3,538,538,3897
DDXPLUS_326859,DDXPlus,Complex,0.4943,0.444,1.7422,0.0,1,1,0,group-2,solo,group-3,2252,574,4127
DDXPLUS_327493,DDXPlus,Moderate,0.3446,0.0,0.0,0.0,0,0,0,solo,solo,group-3,360,360,3873
DDXPLUS_328270,DDXPlus,Complex,0.5786,0.0,1.8416,0.2303,0,1,1,group-2,solo,group-3,2382,543,4342
DDXPLUS_328325,DDXPlus,Complex,0.367,2.4038,2.4038,0.2753,1,1,1,solo,solo,group-3,416,416,3633
DDXPLUS_328767,DDXPlus,Complex,0.45,0.4766,2.4155,0.2554,1,1,1,group-2,solo,group-3,2098,414,3915
DDXPLUS_329077,DDXPlus,Complex,0.774,0.0,0.0,0.0,0,0,0,group-3,solo,group-3,5106,1020,5106
DDXPLUS_329792,DDXPlus,Complex,0.5073,0.4566,1.6667,0.2509,1,1,1,group-2,solo,group-3,2190,600,3985
DDXPLUS_330500,DDXPlus,Complex,0.3926,2.331,2.331,0.2565,1,1,1,solo,solo,group-3,429,429,3899
DDXPLUS_332232,DDXPlus,Complex,0.4298,0.4338,1.4514,0.0,1,1,0,group-2,solo,group-3,2305,689,4218
DDXPLUS_332404,DDXPlus,Complex,0.6028,0.2136,1.1891,0.2136,1,1,1,group-3,solo,group-3,4682,841,4682
DDXPLUS_333599,DDXPlus,Complex,0.4109,0.5066,2.4752,0.2682,1,1,1,group-2,solo,group-3,1974,404,3729
DDXPLUS_333974,DDXPlus,Moderate,0.1502,0.0,0.0,0.3516,0,0,1,solo,solo,group-3,204,204,2844
DDXPLUS_334371,DDXPlus,Complex,0.5114,0.0,1.6,0.2405,0,1,1,group-2,solo,group-3,2264,625,4158
DDXPLUS_335461,DDXPlus,Moderate,0.3366,2.0704,2.0704,0.2641,1,1,1,solo,solo,group-3,483,483,3786
DDXPLUS_335672,DDXPlus,Complex,0.6335,0.2163,1.2005,0.2163,1,1,1,group-3,solo,group-3,4623,833,4623
DDXPLUS_335830,DDXPlus,Complex,0.4947,0.4002,1.2887,0.2213,1,1,1,group-2,solo,group-3,2499,776,4518
DDXPLUS_336156,DDXPlus,Complex,0.5152,0.4214,0.0,0.231,1,0,1,group-2,solo,group-3,2373,545,4329
DDXPLUS_336524,DDXPlus,Complex,0.7327,0.0,1.0537,0.0,0,1,0,group-3,solo,group-3,4980,949,4980
DDXPLUS_336571,DDXPlus,Complex,0.5022,0.4314,2.0833,0.2356,1,1,1,group-2,solo,group-3,2318,480,4245
DDXPLUS_336984,DDXPlus,Moderate,0.3343,2.1186,2.1186,0.2665,1,1,1,solo,solo,group-3,472,472,3753
DDXPLUS_338188,DDXPlus,Complex,0.5228,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2256,497,4152
