question_id,dataset_source,task_complexity,complexity_score,acc_per_1k_tokens_adaptive,acc_per_1k_tokens_single-agent,acc_per_1k_tokens_static_multi-agent,is_correct_adaptive,is_correct_single-agent,is_correct_static_multi-agent,routing_decision_adaptive,routing_decision_single-agent,routing_decision_static_multi-agent,token_cost_adaptive,token_cost_single-agent,token_cost_static_multi-agent
MAGBENCH_59_clinical_psychologist,MedAgentsBench,Simple,0.0417,0.0,0.0,0.0,0,0,0,solo,solo,group-3,325,325,2389
MAGBENCH_59ade17d-2139-4c4b-b0b5-ec6d6cf3c073,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,255,255,2913
MAGBENCH_5_speech_pathologist,MedAgentsBench,Simple,0.0337,0.0,0.0,0.0,0,0,0,solo,solo,group-3,341,341,2870
MAGBENCH_5a032693-e7d9-4789-97a8-bd884b75c1b1,MedAgentsBench,Simple,0.0277,0.0,0.0,0.0,0,0,0,solo,solo,group-3,395,395,2989
MAGBENCH_5b0c9583-ed81-4ba8-bbd6-a129d6b6a0fc,MedAgentsBench,Simple,0.0457,0.0,0.0,0.0,0,0,0,solo,solo,group-3,161,161,2777
MAGBENCH_5b53950b-3426-4836-9c2f-23735fecc6aa,MedAgentsBench,Simple,0.065,0.0,0.0,0.0,0,0,0,solo,solo,group-3,400,400,2962
MAGBENCH_5b612728-c228-4423-8fd8-fde0ff1d3f68,MedAgentsBench,Simple,0.0157,0.0,0.0,0.0,0,0,0,solo,solo,group-3,420,420,2849
MAGBENCH_5bb71e79-6495-4b29-a2b4-8af6d9fb4d86,MedAgentsBench,Simple,0.0117,0.0,0.0,0.0,0,0,0,solo,solo,group-3,241,241,2712
MAGBENCH_5bca2ed8-85d7-4ec5-8c3a-96ce2c3ca045,MedAgentsBench,Simple,0.0157,3.1447,3.1447,0.3208,1,1,1,solo,solo,group-3,318,318,3117
MAGBENCH_5c429b7b-6cb3-432b-9a09-96415821c0a0,MedAgentsBench,Simple,0.0497,0.0,0.0,0.0,0,0,0,solo,solo,group-3,296,296,3222
MAGBENCH_5c578aa4-a6fd-4de5-b0f6-adb926564122,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,200,200,2238
MAGBENCH_5c81be38c06635eac3b106582f06e3434b4a37b9da854d08400c601a7c861f49,MedAgentsBench,Simple,0.0137,0.0,0.0,0.0,0,0,0,solo,solo,group-3,137,137,2356
MAGBENCH_5c98317f-be24-441a-9349-7f423d681dfc,MedAgentsBench,Simple,0.0217,3.3557,3.3557,0.4168,1,1,1,solo,solo,group-3,298,298,2399
MAGBENCH_5ef662e7-6d00-4ca1-a592-b862a54a5efa,MedAgentsBench,Simple,0.0657,0.0,0.0,0.0,0,0,0,solo,solo,group-3,424,424,3234
MAGBENCH_5efc0877-615f-4154-ba76-46a27844c5a3,MedAgentsBench,Simple,0.0357,2.924,2.924,0.0,1,1,0,solo,solo,group-3,342,342,3285
MAGBENCH_5f0ad8da-864f-49f7-952f-f4755813e4c5,MedAgentsBench,Simple,0.0157,0.0,0.0,0.0,0,0,0,solo,solo,group-3,341,341,2889
MAGBENCH_5f2e0649-aabe-48ad-9063-2c4554d053a2,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,344,344,2543
MAGBENCH_5f44201f7f1d9e026d1dc206e1b57129344902f8320b01d081f532f99ea0dd61,MedAgentsBench,Simple,0.0277,0.0,0.0,0.0,0,0,0,solo,solo,group-3,136,136,2567
MAGBENCH_5f4b2d07-01cf-4c5f-9140-1d0649ec58ca,MedAgentsBench,Simple,0.0317,0.0,0.0,0.0,0,0,0,solo,solo,group-3,388,388,3174
MAGBENCH_5fd61c9e-450e-415b-a055-24f62de4cdd6,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,269,269,2673
MAGBENCH_6,MedAgentsBench,Moderate,0.147,0.0,0.0,0.0,0,0,0,solo,solo,group-3,441,441,3142
MAGBENCH_60,MedAgentsBench,Moderate,0.3377,0.0,0.0,0.0,0,0,0,solo,solo,group-3,630,630,3954
MAGBENCH_6001,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,208,208,2658
MAGBENCH_6004,MedAgentsBench,Simple,0.0317,0.0,0.0,0.0,0,0,0,solo,solo,group-3,327,327,2850
MAGBENCH_6004baf5-e4da-4d48-915d-e1bd251c936e,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,172,172,2190
MAGBENCH_6005,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,370,370,3197
MAGBENCH_6006,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,171,171,2568
MAGBENCH_6009,MedAgentsBench,Simple,0.0277,0.0,0.0,0.3882,0,0,1,solo,solo,group-3,114,114,2576
MAGBENCH_601,MedAgentsBench,Moderate,0.1217,2.3474,2.3474,0.3166,1,1,1,solo,solo,group-3,426,426,3159
MAGBENCH_6015,MedAgentsBench,Simple,0.041,0.0,0.0,0.0,0,0,0,solo,solo,group-3,195,195,2645
MAGBENCH_6016,MedAgentsBench,Simple,0.0157,0.0,0.0,0.0,0,0,0,solo,solo,group-3,189,189,2564
MAGBENCH_6017,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,208,208,2588
MAGBENCH_6018,MedAgentsBench,Simple,0.0097,0.0,0.0,0.0,0,0,0,solo,solo,group-3,140,140,1867
MAGBENCH_6021,MedAgentsBench,Simple,0.0437,0.0,0.0,0.0,0,0,0,solo,solo,group-3,163,163,2146
MAGBENCH_6027,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,109,109,2550
MAGBENCH_6028,MedAgentsBench,Simple,0.0277,0.0,0.0,0.0,0,0,0,solo,solo,group-3,124,124,2464
MAGBENCH_6029,MedAgentsBench,Simple,0.0117,0.0,0.0,0.0,0,0,0,solo,solo,group-3,142,142,2914
MAGBENCH_603,MedAgentsBench,Simple,0.0357,0.0,0.0,0.0,0,0,0,solo,solo,group-3,255,255,2172
MAGBENCH_6038,MedAgentsBench,Moderate,0.219,0.0,0.0,0.0,0,0,0,solo,solo,group-3,512,512,3506
MAGBENCH_604,MedAgentsBench,Moderate,0.1644,0.0,0.0,0.2987,0,0,1,solo,solo,group-3,354,354,3348
MAGBENCH_6041,MedAgentsBench,Moderate,0.2864,0.0,0.0,0.0,0,0,0,solo,solo,group-3,477,477,3422
MAGBENCH_6042,MedAgentsBench,Moderate,0.2864,0.0,0.0,0.0,0,0,0,solo,solo,group-3,565,565,3555
MAGBENCH_6045,MedAgentsBench,Moderate,0.293,1.5552,1.5552,0.2571,1,1,1,solo,solo,group-3,643,643,3889
MAGBENCH_605,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,292,292,2644
MAGBENCH_6050,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,215,215,2381
MAGBENCH_6052,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,316,316,1053
MAGBENCH_6053,MedAgentsBench,Simple,0.0517,0.0,0.0,0.0,0,0,0,solo,solo,group-3,256,256,2377
MAGBENCH_6056,MedAgentsBench,Simple,0.0237,4.4843,4.4843,0.5459,1,1,1,solo,solo,group-3,223,223,1832
MAGBENCH_6057,MedAgentsBench,Simple,0.0317,4.9261,4.9261,0.369,1,1,1,solo,solo,group-3,203,203,2710
MAGBENCH_6059,MedAgentsBench,Simple,0.0717,0.0,0.0,0.0,0,0,0,solo,solo,group-3,373,373,2414
MAGBENCH_605c9835-95d4-4a5e-b400-09bf38e75e4c,MedAgentsBench,Moderate,0.1017,2.7397,2.7397,0.3256,1,1,1,solo,solo,group-3,365,365,3071
MAGBENCH_6062,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,229,229,2447
MAGBENCH_6064,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,371,371,2760
MAGBENCH_6068,MedAgentsBench,Simple,0.0137,0.0,0.0,0.0,0,0,0,solo,solo,group-3,400,400,2955
MAGBENCH_607,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,341,341,3054
MAGBENCH_6077,MedAgentsBench,Simple,0.0477,0.0,0.0,0.0,0,0,0,solo,solo,group-3,283,283,2859
MAGBENCH_6079,MedAgentsBench,Simple,0.0657,0.0,0.0,0.0,0,0,0,solo,solo,group-3,299,299,2101
MAGBENCH_6085,MedAgentsBench,Simple,0.0317,0.0,0.0,0.0,0,0,0,solo,solo,group-3,331,331,2967
MAGBENCH_6089,MedAgentsBench,Simple,0.0277,0.0,0.0,0.0,0,0,0,solo,solo,group-3,350,350,2732
MAGBENCH_609,MedAgentsBench,Moderate,0.199,2.1505,2.1505,0.2974,1,1,1,solo,solo,group-3,465,465,3363
MAGBENCH_6092,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,170,170,1976
MAGBENCH_6093,MedAgentsBench,Simple,0.0357,0.0,0.0,0.0,0,0,0,solo,solo,group-3,225,225,2619
MAGBENCH_6096,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,293,293,2808
MAGBENCH_6097,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,210,210,2120
MAGBENCH_6098,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,307,307,2755
MAGBENCH_6099,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,253,253,2291
MAGBENCH_60_clinical_psychologist,MedAgentsBench,Simple,0.0597,3.8168,3.8168,0.4589,1,1,1,solo,solo,group-3,262,262,2179
MAGBENCH_60_occupational_therapist,MedAgentsBench,Simple,0.0317,5.1813,5.1813,0.4175,1,1,1,solo,solo,group-3,193,193,2395
MAGBENCH_60f690e1-518f-42c4-9ddb-acbf65c1731e,MedAgentsBench,Simple,0.0177,0.0,0.0,0.0,0,0,0,solo,solo,group-3,164,164,2838
MAGBENCH_610,MedAgentsBench,Simple,0.0157,0.0,0.0,0.0,0,0,0,solo,solo,group-3,161,161,2670
MAGBENCH_6101,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,203,203,2601
MAGBENCH_6102,MedAgentsBench,Simple,0.0917,3.0581,3.0581,0.3648,1,1,1,solo,solo,group-3,327,327,2741
MAGBENCH_6103,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,90,90,2498
MAGBENCH_6105,MedAgentsBench,Complex,0.419,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2346,773,4289
MAGBENCH_6109,MedAgentsBench,Moderate,0.1737,0.0,0.0,0.0,0,0,0,solo,solo,group-3,539,539,3319
MAGBENCH_6112,MedAgentsBench,Moderate,0.139,2.3641,2.3641,0.3022,1,1,1,solo,solo,group-3,423,423,3309
MAGBENCH_6114,MedAgentsBench,Moderate,0.1404,0.0,0.0,0.0,0,0,0,solo,solo,group-3,481,481,3365
MAGBENCH_6115,MedAgentsBench,Simple,0.0897,2.6738,2.6738,0.0,1,1,0,solo,solo,group-3,374,374,3060
MAGBENCH_6127,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,389,389,3084
MAGBENCH_6131593b7fb628ecb0451c0119f0bd2718fe6cf1a8245b33acc316c5c9057619,MedAgentsBench,Simple,0.0697,0.0,0.0,0.0,0,0,0,solo,solo,group-3,395,395,3232
MAGBENCH_6134,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,249,249,2439
MAGBENCH_6137,MedAgentsBench,Simple,0.0337,3.5211,3.5211,0.0,1,1,0,solo,solo,group-3,284,284,2580
MAGBENCH_6138,MedAgentsBench,Simple,0.059,3.0675,3.0675,0.3355,1,1,1,solo,solo,group-3,326,326,2981
MAGBENCH_6139,MedAgentsBench,Moderate,0.1697,4.3668,4.3668,0.431,1,1,1,solo,solo,group-3,229,229,2320
MAGBENCH_614,MedAgentsBench,Complex,0.371,0.0,0.0,0.0,0,0,0,solo,solo,group-3,767,767,4279
MAGBENCH_6143,MedAgentsBench,Simple,0.0277,0.0,0.0,0.0,0,0,0,solo,solo,group-3,289,289,2537
MAGBENCH_6145,MedAgentsBench,Simple,0.0437,0.0,0.0,0.4423,0,0,1,solo,solo,group-3,182,182,2261
MAGBENCH_6146,MedAgentsBench,Simple,0.0317,0.0,0.0,0.0,0,0,0,solo,solo,group-3,417,417,2738
MAGBENCH_615,MedAgentsBench,Simple,0.035,0.0,0.0,0.3347,0,0,1,solo,solo,group-3,204,204,2988
MAGBENCH_6153,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,181,181,2368
MAGBENCH_6154,MedAgentsBench,Simple,0.0157,9.5238,9.5238,0.3891,1,1,1,solo,solo,group-3,105,105,2570
MAGBENCH_6155,MedAgentsBench,Simple,0.0177,8.3333,8.3333,0.5845,1,1,1,solo,solo,group-3,120,120,1711
MAGBENCH_6157,MedAgentsBench,Simple,0.0537,0.0,0.0,0.0,0,0,0,solo,solo,group-3,139,139,2204
MAGBENCH_6160,MedAgentsBench,Simple,0.0237,8.3333,8.3333,0.3632,1,1,1,solo,solo,group-3,120,120,2753
MAGBENCH_6167,MedAgentsBench,Simple,0.0617,0.0,0.0,0.0,0,0,0,solo,solo,group-3,382,382,3072
MAGBENCH_617,MedAgentsBench,Simple,0.0157,0.0,0.0,0.0,0,0,0,solo,solo,group-3,288,288,2726
MAGBENCH_6171,MedAgentsBench,Simple,0.0237,4.0161,4.0161,0.0,1,1,0,solo,solo,group-3,249,249,2783
MAGBENCH_6172,MedAgentsBench,Simple,0.0317,0.0,0.0,0.0,0,0,0,solo,solo,group-3,203,203,2230
MAGBENCH_6174,MedAgentsBench,Moderate,0.133,2.457,2.457,0.299,1,1,1,solo,solo,group-3,407,407,3345
MAGBENCH_61743cfc-eb0c-46e4-a5ee-a26761c03561,MedAgentsBench,Simple,0.0297,4.4248,4.4248,0.3867,1,1,1,solo,solo,group-3,226,226,2586
MAGBENCH_6179,MedAgentsBench,Moderate,0.119,0.0,0.0,0.3269,0,0,1,solo,solo,group-3,405,405,3059
MAGBENCH_618,MedAgentsBench,Simple,0.0257,0.0,0.0,0.3744,0,0,1,solo,solo,group-3,337,337,2671
MAGBENCH_6183,MedAgentsBench,Moderate,0.2224,0.0,0.0,0.0,0,0,0,solo,solo,group-3,491,491,3636
MAGBENCH_6186,MedAgentsBench,Moderate,0.1804,3.1348,3.1348,0.0,1,1,0,solo,solo,group-3,319,319,2899
MAGBENCH_618b8199-05e4-41a6-b549-07eb307bec25,MedAgentsBench,Simple,0.069,3.8023,3.8023,0.3136,1,1,1,solo,solo,group-3,263,263,3189
MAGBENCH_619,MedAgentsBench,Moderate,0.1704,0.0,0.0,0.2975,0,0,1,solo,solo,group-3,429,429,3361
MAGBENCH_6190,MedAgentsBench,Moderate,0.1077,0.0,0.0,0.0,0,0,0,solo,solo,group-3,376,376,2601
MAGBENCH_6193,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,264,264,2353
MAGBENCH_6199,MedAgentsBench,Simple,0.0537,3.6364,3.6364,0.3375,1,1,1,solo,solo,group-3,275,275,2963
MAGBENCH_61_biomedical_engineer,MedAgentsBench,Simple,0.0457,0.0,0.0,0.0,0,0,0,solo,solo,group-3,177,177,2431
MAGBENCH_61_occupational_therapist,MedAgentsBench,Simple,0.0697,5.1282,5.1282,0.3643,1,1,1,solo,solo,group-3,195,195,2745
MAGBENCH_6205,MedAgentsBench,Simple,0.0737,3.6496,3.6496,0.4354,1,1,1,solo,solo,group-3,274,274,2297
MAGBENCH_6206,MedAgentsBench,Simple,0.0297,6.135,6.135,0.4299,1,1,1,solo,solo,group-3,163,163,2326
MAGBENCH_6210,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,364,364,2761
MAGBENCH_6212,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,369,369,2612
MAGBENCH_6215,MedAgentsBench,Simple,0.0377,0.0,0.0,0.0,0,0,0,solo,solo,group-3,186,186,2255
MAGBENCH_6217,MedAgentsBench,Simple,0.0197,4.1322,4.1322,0.0,1,1,0,solo,solo,group-3,242,242,2642
MAGBENCH_622,MedAgentsBench,Moderate,0.231,0.0,0.0,0.0,0,0,0,solo,solo,group-3,536,536,3537
MAGBENCH_6220,MedAgentsBench,Simple,0.0237,0.0,0.0,0.3935,0,0,1,solo,solo,group-3,212,212,2541
MAGBENCH_6221,MedAgentsBench,Simple,0.0297,3.5088,3.5088,0.3752,1,1,1,solo,solo,group-3,285,285,2665
MAGBENCH_6227,MedAgentsBench,Simple,0.0477,4.065,4.065,0.3551,1,1,1,solo,solo,group-3,246,246,2816
MAGBENCH_623,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,398,398,2589
MAGBENCH_6230,MedAgentsBench,Moderate,0.2697,0.0,0.0,0.2575,0,0,1,solo,solo,group-3,590,590,3883
MAGBENCH_6232,MedAgentsBench,Moderate,0.2297,1.5798,1.5798,0.2787,1,1,1,solo,solo,group-3,633,633,3588
MAGBENCH_6233,MedAgentsBench,Moderate,0.1137,2.809,2.809,0.3274,1,1,1,solo,solo,group-3,356,356,3054
MAGBENCH_6235,MedAgentsBench,Moderate,0.1497,0.0,0.0,0.2946,0,0,1,solo,solo,group-3,474,474,3394
MAGBENCH_6237,MedAgentsBench,Moderate,0.163,2.1834,2.1834,0.3058,1,1,1,solo,solo,group-3,458,458,3270
MAGBENCH_6239,MedAgentsBench,Moderate,0.2317,0.0,0.0,0.0,0,0,0,solo,solo,group-3,532,532,3148
MAGBENCH_624,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,296,296,2593
MAGBENCH_6242,MedAgentsBench,Complex,0.4357,0.4527,1.5385,0.2449,1,1,1,group-2,solo,group-3,2209,650,4083
MAGBENCH_6245,MedAgentsBench,Complex,0.363,1.5291,1.5291,0.2479,1,1,1,solo,solo,group-3,654,654,4034
MAGBENCH_624cf635-1421-416e-978a-996781f350c0,MedAgentsBench,Simple,0.0657,3.3557,3.3557,0.0,1,1,0,solo,solo,group-3,298,298,2912
MAGBENCH_624fae5e-1711-4d3f-8efc-763e77a09335,MedAgentsBench,Simple,0.0157,0.0,0.0,0.0,0,0,0,solo,solo,group-3,172,172,2324
MAGBENCH_6257,MedAgentsBench,Moderate,0.1037,0.0,0.0,0.0,0,0,0,solo,solo,group-3,400,400,3165
MAGBENCH_6259c322e832a103e718ed19f631d76b9e7f72f5cffb4a5e9a3dbca5d96745f9,MedAgentsBench,Simple,0.0277,2.809,2.809,0.0,1,1,0,solo,solo,group-3,356,356,2973
MAGBENCH_626,MedAgentsBench,Simple,0.0277,6.0606,6.0606,0.3663,1,1,1,solo,solo,group-3,165,165,2730
MAGBENCH_6262,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,90,90,1227
MAGBENCH_6264,MedAgentsBench,Moderate,0.1037,3.3333,3.3333,0.3949,1,1,1,solo,solo,group-3,300,300,2532
MAGBENCH_627,MedAgentsBench,Moderate,0.313,0.0,0.0,0.0,0,0,0,solo,solo,group-3,626,626,3858
MAGBENCH_6272,MedAgentsBench,Simple,0.0337,0.0,0.0,0.0,0,0,0,solo,solo,group-3,370,370,2663
MAGBENCH_6279,MedAgentsBench,Simple,0.0177,0.0,0.0,0.0,0,0,0,solo,solo,group-3,92,92,1072
MAGBENCH_6281,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,239,239,2285
MAGBENCH_6282,MedAgentsBench,Simple,0.0277,0.0,0.0,0.0,0,0,0,solo,solo,group-3,176,176,2259
MAGBENCH_6286,MedAgentsBench,Simple,0.0257,0.0,0.0,0.3923,0,0,1,solo,solo,group-3,255,255,2549
MAGBENCH_6287,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,227,227,2454
MAGBENCH_6288,MedAgentsBench,Simple,0.0577,0.0,0.0,0.0,0,0,0,solo,solo,group-3,162,162,2209
MAGBENCH_629,MedAgentsBench,Simple,0.0277,3.8911,3.8911,0.386,1,1,1,solo,solo,group-3,257,257,2591
MAGBENCH_6290,MedAgentsBench,Simple,0.0377,0.0,0.0,0.0,0,0,0,solo,solo,group-3,212,212,2199
MAGBENCH_6294,MedAgentsBench,Simple,0.0337,0.0,0.0,0.0,0,0,0,solo,solo,group-3,333,333,3067
MAGBENCH_6297,MedAgentsBench,Simple,0.0277,0.0,0.0,0.4011,0,0,1,solo,solo,group-3,165,165,2493
MAGBENCH_6298,MedAgentsBench,Simple,0.0317,0.0,0.0,0.0,0,0,0,solo,solo,group-3,158,158,2608
MAGBENCH_62_speech_pathologist,MedAgentsBench,Simple,0.0357,3.125,3.125,0.3768,1,1,1,solo,solo,group-3,320,320,2654
MAGBENCH_62e089d3-5425-4349-8edc-3ce132c0bf66,MedAgentsBench,Simple,0.0277,0.0,0.0,0.0,0,0,0,solo,solo,group-3,279,279,2226
MAGBENCH_6300,MedAgentsBench,Simple,0.0277,0.0,0.0,0.0,0,0,0,solo,solo,group-3,320,320,2293
MAGBENCH_6301,MedAgentsBench,Simple,0.0277,6.0241,6.0241,0.4671,1,1,1,solo,solo,group-3,166,166,2141
MAGBENCH_6308,MedAgentsBench,Moderate,0.1837,0.0,0.0,0.0,0,0,0,solo,solo,group-3,590,590,3588
MAGBENCH_631,MedAgentsBench,Simple,0.0197,0.0,0.0,0.0,0,0,0,solo,solo,group-3,240,240,2927
MAGBENCH_6311,MedAgentsBench,Moderate,0.1517,2.4691,2.4691,0.3361,1,1,1,solo,solo,group-3,405,405,2975
MAGBENCH_6319,MedAgentsBench,Simple,0.0437,8.547,8.547,0.4454,1,1,1,solo,solo,group-3,117,117,2245
MAGBENCH_632,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,168,168,2782
MAGBENCH_6320,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,364,364,2468
MAGBENCH_6321,MedAgentsBench,Simple,0.0497,3.4843,3.4843,0.0,1,1,0,solo,solo,group-3,287,287,2811
MAGBENCH_6325,MedAgentsBench,Simple,0.0117,0.0,0.0,0.0,0,0,0,solo,solo,group-3,150,150,2907
MAGBENCH_6327,MedAgentsBench,Simple,0.0377,0.0,0.0,0.0,0,0,0,solo,solo,group-3,374,374,2912
MAGBENCH_6331,MedAgentsBench,Simple,0.0197,10.0,10.0,0.5045,1,1,1,solo,solo,group-3,100,100,1982
MAGBENCH_6336,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,304,304,2701
MAGBENCH_6337,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,170,170,2298
MAGBENCH_634,MedAgentsBench,Simple,0.0437,0.0,0.0,0.0,0,0,0,solo,solo,group-3,187,187,2271
MAGBENCH_6341,MedAgentsBench,Simple,0.0457,0.0,0.0,0.0,0,0,0,solo,solo,group-3,245,245,1634
MAGBENCH_6343810a-6571-4662-b3a6-aa7e13a7c65b,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,347,347,3140
MAGBENCH_6349,MedAgentsBench,Simple,0.0417,0.0,0.0,0.0,0,0,0,solo,solo,group-3,92,92,2409
MAGBENCH_6352,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,257,257,2496
MAGBENCH_6355,MedAgentsBench,Simple,0.0257,0.0,0.0,0.3602,0,0,1,solo,solo,group-3,255,255,2776
MAGBENCH_6356,MedAgentsBench,Moderate,0.163,2.8409,2.8409,0.2946,1,1,1,solo,solo,group-3,352,352,3395
MAGBENCH_6357,MedAgentsBench,Moderate,0.1517,0.0,0.0,0.0,0,0,0,solo,solo,group-3,431,431,3071
MAGBENCH_6359,MedAgentsBench,Moderate,0.143,2.7473,2.7473,0.3027,1,1,1,solo,solo,group-3,364,364,3304
MAGBENCH_636,MedAgentsBench,Moderate,0.1557,2.3095,2.3095,0.2927,1,1,1,solo,solo,group-3,433,433,3417
MAGBENCH_6363,MedAgentsBench,Moderate,0.2257,1.992,1.992,0.0,1,1,0,solo,solo,group-3,502,502,3426
MAGBENCH_6365d158-c101-446c-b8d6-978770aade5c,MedAgentsBench,Simple,0.0217,5.988,5.988,0.4083,1,1,1,solo,solo,group-3,167,167,2449
MAGBENCH_6367,MedAgentsBench,Moderate,0.1117,3.6232,3.6232,0.3449,1,1,1,solo,solo,group-3,276,276,2899
MAGBENCH_6369,MedAgentsBench,Moderate,0.1657,2.584,2.584,0.0,1,1,0,solo,solo,group-3,387,387,3146
MAGBENCH_637,MedAgentsBench,Simple,0.0397,0.0,0.0,0.0,0,0,0,solo,solo,group-3,321,321,2666
MAGBENCH_6380,MedAgentsBench,Simple,0.0277,9.8039,9.8039,0.3945,1,1,1,solo,solo,group-3,102,102,2535
MAGBENCH_6381,MedAgentsBench,Simple,0.0277,10.4167,10.4167,0.3848,1,1,1,solo,solo,group-3,96,96,2599
MAGBENCH_6386,MedAgentsBench,Simple,0.0237,0.0,0.0,0.0,0,0,0,solo,solo,group-3,359,359,2397
MAGBENCH_6387,MedAgentsBench,Simple,0.0537,3.0581,3.0581,0.3418,1,1,1,solo,solo,group-3,327,327,2926
MAGBENCH_6393,MedAgentsBench,Simple,0.0377,2.2831,2.2831,0.0,1,1,0,solo,solo,group-3,438,438,3270
MAGBENCH_6394,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,213,213,2080
MAGBENCH_6399,MedAgentsBench,Simple,0.0137,0.0,0.0,0.0,0,0,0,solo,solo,group-3,237,237,2816
MAGBENCH_63_biomedical_engineer,MedAgentsBench,Simple,0.0717,0.0,0.0,0.0,0,0,0,solo,solo,group-3,177,177,2378
MAGBENCH_63_clinical_laboratory_scientist,MedAgentsBench,Simple,0.0177,0.0,0.0,0.0,0,0,0,solo,solo,group-3,151,151,2332
MAGBENCH_63_clinical_psychologist,MedAgentsBench,Simple,0.0337,0.0,0.0,0.0,0,0,0,solo,solo,group-3,229,229,2363
MAGBENCH_640,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,349,349,2792
MAGBENCH_6405,MedAgentsBench,Simple,0.0217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,132,132,2301
MAGBENCH_6406,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,130,130,2272
MAGBENCH_6409,MedAgentsBench,Simple,0.0557,0.0,0.0,0.8688,0,0,1,solo,solo,group-3,210,210,1151
MAGBENCH_641,MedAgentsBench,Simple,0.0177,0.0,0.0,0.4297,0,0,1,solo,solo,group-3,126,126,2327
MAGBENCH_6413,MedAgentsBench,Simple,0.0297,0.0,0.0,0.0,0,0,0,solo,solo,group-3,159,159,2138
MAGBENCH_6414,MedAgentsBench,Simple,0.0457,0.0,0.0,0.0,0,0,0,solo,solo,group-3,196,196,1663
MAGBENCH_6415,MedAgentsBench,Simple,0.0257,0.0,0.0,0.0,0,0,0,solo,solo,group-3,184,184,2259
